Title,Brand,Screen_Size,CPU_Model,Ram,Operating_System,Rating,Series,Color,Resolution,Weight,USB,Battery,Graphics,Disk_size,Card_desc,Price
"ASUS VivoBook 15 F515 Thin and Light Laptop, 15.6” FHD Display, Intel Core i3-1005G1 Processor, 4GB DDR4 RAM, 128GB PCIe SSD, Fingerprint Reader, Windows 10 Home in S Mode, Slate Grey, F515JA-AH31",ASUS,15.6 Inches,Core i3,4 GB,Windows 10 Home,4.5,VivoBook 15,Slate Grey,nan,nan,nan,nan,Intel UHD Graphics,128 GB,Integrated,$269.00
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge Touch Screen, Intel Core m3-8100Y Processor, 4GB RAM, 128GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-AS348FT",ASUS,14 Inches,Core m3-8100Y,4 GB,Chrome OS,4.3,ASUS Chromebook C425,Silver,nan,nan,nan,nan,nan,128 GB,Integrated,$232.95
"ASUS TUF FX505DT Gaming Laptop- 15.6"", 120Hz Full HD, AMD Ryzen 5 R5-3550H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, RGB Keyboard, Windows 10 64-bit - FX505DT-AH51",ASUS,15.6 Inches,Ryzen 5 3550H,8 GB,Windows 10 Home,4.4,TUF FX505DT,Black,nan,nan,nan,nan,NVIDIA GeForce GTX 1650,256 GB,Dedicated,$669.00
"SAMSUNG 2017 Newest Premium High Performance 11.6 HD Chromebook - Intel Atom x5, 2GB DDR3, 16GB eMMC Hard Drive, 802.11ac, Bluetooth, HDMI, HD Webcam, USB 3.0, Chrome OS",SAMSUNG,11.6 Inches,Intel Atom,2 GB,Chrome OS,4.1,"Samsung 11.6""",Black,nan,nan,nan,nan,Intel Integrated Graphics,16 GB,Integrated,$175.99
"ASUS Chromebook Detachable CM3, 10.5"" Touchscreen WUXGA 16:10 Display, MediaTek 8183 Processor 64GB Storage, 4GB RAM, Garaged USI Stylus, Chrome OS, Aluminum, Mineral Gray, CM3000DVA-DS44T-S",ASUS,10.5 Inches,MediaTek MT8183,4 GB,Chrome OS,4.2,Chromebook Detachable CM3,Mineral Gray,nan,nan,nan,nan,Integrated ARM G72 MP3 Graphics,65 GB,Integrated,$262.59
"SAMSUNG Chromebook, 11.6"" HD Display, Intel Celeron N4020, 4 GB DDR4 RAM, 32 GB eMMC, Intel UHD Graphics 600, Chrome OS, Platinum Titan W/ MD Accessories",SAMSUNG,11,Celeron N4020,4 GB,Chrome OS,,XE310XBA-KC1,nan,nan,nan,nan,nan,Intel UHD Graphics 600,32 GB,Integrated,$139.00
"SAMSUNG 11.6"" HD (1366 X 768) Energy-Efficient LED Backlight Chromebook | Intel Celeron Processor N3060 | 4GB Memory | 32GB EMMC Flash Memory | MicroSD Card | Wireless-AC | Chrome OS | Night Charcoal",SAMSUNG,11.6 Inches,Intel Celeron D,4 GB,Chrome OS,4.3,Chromebook,Night Charcoal,nan,nan,nan,nan,Intel HD Graphics 400,32 GB,Integrated,nan
"Samsung High Performance Chromebook computer, Intel Dual-Core Celeron N3060 up to 2.48GHz, 11.6 inch WLED HD Display, 4GB DDR3, 32GB eMMC, 802.11ac, HDMI, Chrome OS",SAMSUNG,11.6 Inches,Celeron N3060,4 GB,Chrome OS,4.3,Chromebook 3,Metallic Black,nan,nan,nan,nan,Intel HD Graphics 400,32 GB,Integrated,$278.00
SAMSUNG Notebook 7 NP730XBE-K05US 13.3 Inch Intel Core i7 (8th Gen) 8565U 1.8GHz/ 16GB LPDDR3/ 512GB SSD NVMe/ Windows 10 Pro Notebook(Platinum Titan),SAMSUNG,13.3 Inches,Core i7 Family,16 GB,Windows 10 Pro,,NP730XBE-K05US,nan,1080p,nan,nan,nan,nan,nan,Integrated,nan
"Dell Latitude E7470 14 inches HD, Core i5-6300U 2.4GHz, 16GB RAM, 512GB Solid State Drive, Windows 10 Pro 64Bit (Renewed)",Dell,14 Inches,Core i5,16 GB,Windows 10 Pro,4.3,Dell Latitude,Black,nan,nan,nan,nan,nan,512 GB,Integrated,nan
"Dell XPS 9000 15 9520 15.6"" Notebook - FHD+ - 1920 x 1200 - 32 GB Total RAM - 1 TB SSD - Platinum Silver, Black",Dell,15.6 Inches,Core i7,32 GB,Windows 11 Pro,,XPS 9000,Platinum Silver,nan,nan,nan,nan,nan,1 TB,GeForce RTX 3050 Ti,"$2,299.00"
"2022 HP Stream 14in HD Display, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory, 128GB Storage (64GB eMMC+64GB Card), HDMI, WiFi, Webcam, Bluetooth,1-Year Microsoft 365 Win10 S | TGCD Bundle",HP,14 Inches,Celeron N4020,4 GB,Windows 10 sekunda,4.6,HP Stream,Rose Gold,nan,nan,nan,nan,Integrated,64 GB,Integrated,$329.99
Dell Inspiron 13 5000 5310 Premium Laptop I 13.3 inch Full HD+ (300 Nits) I 11th Gen Intel 4-Core i5-11320H I 16GB DDR4 512GB SSD I Intel Iris Xe Graphics I Thunderbolt HDMI Backlit WiFi6 Win10 Silver,Dell,13.3 Inches,Core i5,16 GB,Windows 11,5.0,Dell Inspiron 13 5000 i5 Laptop,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics Integrated,512 GB,Integrated,$601.14
"Dell Inspiron 15 3000 Business and Student Laptop (2021 Latest Model), 15.6"" HD Display, Intel N4020 Dual-Core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Bluetooth, Wi-Fi, Black, Windows 10",Dell,15.6 Inches,Celeron N4020,16 GB,Windows 10,4.0,Inspiron,Black,nan,nan,nan,nan,Intel UHD Graphics 600,1 TB,Integrated,$548.97
"Dell Latitude 5580 Intel Core i7-7820HQ 16GB DDR4 512GB SSD 15.6"" Windows 10 Pro Laptop (Renewed)",Dell,15.6 Inches,Core i7,16 GB,Windows 10,4.1,Dell Latitude,nan,nan,nan,nan,nan,620,512 GB,Integrated,nan
"Dell 2022 Inspiron 7000 14"" FHD+ Touch 2-in-1 Convertible Laptop 10-Core 12th Intel i7-1255U Iris Xe Graphics 16GB RAM DDR4 512GB NVMe SSD HDMI USB-C WiFi 6E Backlit Fingerprint Windows 11 Pro",Dell,14 Inches,Core i7 Family,16 GB,Windows 11 Pro,4.1,I7420,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,512 GB,Integrated,nan
"Dell Inspiron 15.6"" Laptop, AMD Ryzen 5 Processor (up to 3.5 GHz), AMD Radeon Vega 8 Graphics, 8GB DDR4 RAM, 256GB PCIe SSD, Full Keyboard, Webcam, HDMI, WiFi, Windows 11 Home, Carbon Black",Dell,15.6 Inches,Ryzen 5,8 GB,Windows 11 Home,5.0,nan,Black,nan,nan,nan,nan,AMD Radeon RX Vega 8,256 GB,Integrated,$539.99
"Dell Latitude 5400 14"" Laptop Intel Core i5-8365U 256GB PCIe SSD 16GB RAM Full HD (1920X1080) HD Webcam Win 10 Pro (Certified Refurb)",Dell,14 Inches,Core i5,16 GB,Windows 10 Pro,4.2,Latitude,nan,1080p,nan,nan,nan,nan,nan,Integrated,nan
"Dell Inspiron 15.6-inch HD Display Laptop PC, Intel Core i3-7130U 2.7GHz Processor, 8GB DDR4, 128GB SSD, Stereo Speakers, WiFi, Bluetooth, MaxxAudio, HDMI, No DVD, Intel HD Graphics 620, Windows 10",Dell,15.6 Inches,Intel Core i3,8 GB,Windows 10,4.5,Dell Inspiron I3567,Non-Touch | i3-7130U | 128GB SSD,nan,nan,nan,nan,Intel UHD Graphics 620,256 GB,Integrated,$269.90
"ASUS 2020 VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)",ASUS,15.6 Inches,Ryzen 3 3200U,8 GB,Windows 10 Home,4.4,ASUS,Grey,nan,nan,nan,nan,AMD Radeon Vega 3,256 GB,Integrated,$499.99
"ASUS TUF Gaming A15 Gaming Laptop, 15.6” 144Hz FHD IPS-Type, AMD Ryzen 7 4800H, GeForce GTX 1660 Ti, 16GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, Metal, TUF506IU-ES74",ASUS,15.6 Inches,Ryzen 7 4800H,16 GB,Windows 10 Home,4.5,TUF Gaming A15,Fortress Gray,nan,nan,nan,nan,NVIDIA GeForce GTX 1660Ti,512 GB,Dedicated,"$1,049.00"
"ASUS VivoBook 15.6"" OLED FHD Laptop, Intel Core i7-1165G7 Processor, 16GB RAM 1TB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Bluetooth, Webcam, Windows 10 Home, Black",ASUS,15.6 Inches,Intel Core i7-1165G7,16 GB,Windows 10,3.5,ASUS VivoBook,Black,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,$939.00
"ASUS Chromebook Flip 15.6"" 8GB RAM 128GB AMD Ryzen 5 3500C CM5500FDA (Renewed)",ASUS,15.6 Inches,Ryzen 5 3500,8 GB,Chrome OS,5.0,CM5500FDA CM5 -CR,nan,nan,nan,nan,nan,AMD Radeon R5,128 GB,Integrated,nan
"ASUS Chromebook CX1, 15.6"" Full HD NanoEdge Display, Intel Celeron N3350 Processor, 64GB eMMC Storage, 8GB RAM, Chrome OS, Transparent Silver, CX1500CNA-AS84F",ASUS,15.6 Inches,Celeron N3350,8 GB,Chrome OS,4.1,ASUS Chromebook CX1,Silver,nan,nan,nan,nan,nan,64 GB,Integrated,$223.99
"ASUS 2022 14"" HD Laptop, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC Flash Memory, Intel HD Graphics 500, HD Webcam, Stereo Speakers, Rose Gold, Windows 11S, 32GB USB Card",ASUS,14 Inches,Celeron N,4 GB,Windows 11 S,4.0,nan,Rose Gold,nan,nan,nan,nan,Intel HD Graphics 500,64 GB,Integrated,$209.00
"ASUS ZenBook 14X OLED Laptop, 14” 2.8K 16:10 Touch Display, Intel Core i7-1260P CPU, NVIDIA GeForce MX550, 16GB RAM, 512GB SSD, Windows 11 Home, Pine Grey, UX5400ZB-DB74T",ASUS,14 Inches,Core i7,16 GB,Windows 11 Home,4.2,ASUS ZenBook 14X,Pine Grey,nan,nan,nan,nan,NVIDIA GeForce MX550,nan,Windows 11 Home,"$1,358.99"
"ASUS VivoBook 17X Laptop, 17.3"" FHD Display, AMD Ryzen 5 5600H CPU, AMD Radeon Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, S1703QA-AS51",ASUS,17.3 Inches,Ryzen 5 5600H,8 GB,Windows 11 Home,4.5,ASUS VivoBook 17X,Blue,nan,nan,nan,nan,AMD Radeon Graphics,512 GB,Integrated,$699.99
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6â€  240Hz FHD, GeForce RTX 3070, Intel Core i7-11375H, 16GB DDR4, 1TB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Moonlight White, TUF516PR-DS77-WH",ASUS,15.6,Core i7,16 GB,Windows 10 Home,4.3,TUF Dash 15 (2021),Moonlight White,nan,nan,nan,nan,nan,1 TB,RTX 3070,"$1,369.47"
"2022 Newest ASUS Ultra Thin Light Laptop Computer, 15.6"" FHD Display, Intel Celeron N4020 (Upto 2.8GHz), 4GB RAM, 128GB eMMC,WiFi, Backlit Keyboard,8-Hour Battery, Microsoft 365, Win10 S+HubxcelCable",ASUS,15.6 Inches,Celeron N4020,4 GB,Windows 10 S,4.0,nan,nan,1080p,nan,1,nan,nan,nan,nan,$299.00
"ASUS TUF Gaming F17 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16GB DDR5 4800MHz RAM, 1TB SSD, GeForce RTX 3050 Ti, 17.3"" 144Hz Win 11 Home) with D6000 Dock",ASUS,17.3 Inches,Core i7,16 GB,Windows 11 Home,,TUF Gaming F17,nan,nan,nan,nan,nan,nan,nan,nan,nan
"ASUS ROG Strix Scar 17 SE (2022) Gaming Laptop, 17.3 inch 240Hz IPS QHD, NVIDIA GeForce RTX 3080 Ti, Intel Core i9 Processor, 32GB DDR5, 2TB SSD, Per-Key RGB Keyboard, Windows 11 Pro, G733CX-XS97",ASUS,17.3 Inches,Core i9,32 GB,Windows 11 Pro,4.4,ASUS ROG Strix Scar 17 SE,Off Black Stealth,nan,nan,nan,nan,nan,1 TB,RTX 3080 Ti,nan
"ASUS VivoBook Pro 16X Laptop, 16"" WQUXGA 16:10 Display, Intel Core i7-12650H CPU, NVIDIA GeForce RTX 3050 Ti, 32GB RAM, 1TB SSD, Windows 11 Home, DialPad, Earl Grey, N7600ZE-EB77",ASUS,16 Inches,Core i7,32 GB,Windows 11 Home,3.5,VivoBook Pro 16X,Black,nan,nan,nan,nan,nan,1 TB,RTX 3050 Ti,"$1,499.99"
"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14” FHD Touch Display, AMD Ryzen 7 5700U, 8GB RAM, 512GB SSD, Stylus, Windows 10 Home, Fingerprint Reader, Bespoke Black, TM420UA-DS71T",ASUS,14,Ryzen 7,8 GB,Windows 10 Home,4.4,TM420UA-DS71T,Bespoke Black,nan,nan,nan,nan,AMD Radeon™ Graphics,512 GB,Windows 10,$635.99
"15.6"" S15 N2 Full HD Windows 11 Professional Slim n Light Laptop - Intel N4020 - 128GB Storage, 4GB RAM, Intel Dual-Core Dedicated Num-Pad, Dual-Band WiFi, Expandable Storage",Fusion5,15.6 Inches,Celeron N4020,4 GB,Windows 11 Pro,3.9,S15 N2,nan,1080p,nan,nan,nan,nan,nan,Integrated,$299.99
"Samsung Chromebook 3 XE501C13-K02US, Intel Dual-Core Celeron N3060, 11.6"" HD, 4GB DDR3, 32GB eMMC, Night Charcoal",SAMSUNG,11.6 Inches,Celeron,4 GB,Chrome OS,4.4,Samsung Chromebook,Night Charcoal,nan,nan,nan,nan,Intel HD Graphics 400,16 GB,Integrated,$67.98
"SAMSUNG Galaxy Book S 13.3"" FHD Touchscreen - 256 GB, Intel i5 - NP767XCM-K01US -Mercury Gray",SAMSUNG,13.3 Inches,Intel Core i5,8 GB,Windows 10 Home,4.4,Galaxy Book S,Gray,nan,nan,nan,nan,nan,256 GB,Integrated,$779.99
"Samsung Chromebook 3 2GB RAM, 16GB eMMC, 11.6"" Chromebook",SAMSUNG,11.6 Inches,Celeron,2 GB,Chrome OS,4.5,Samsung Chromebook,Black,nan,nan,nan,nan,Intel HD Graphics 400,16 GB,Integrated,nan
"Samsung Chromebook 2 XE503C12 11.6"" LED Notebook - Samsung Exynos 5 5420 1.90 GHz - Black - 4 GB RAM - ARM Mali-T628 - Chrome OS 32-bit - 1366 x 768 Display - Bluetooth XE503C12-K01US (SamsungXE503C12-K01US )",SAMSUNG,11.6 Inches,nan,4 GB,Chrome OS,3.6,Samsung Chromebook,nan,720p,nan,nan,nan,ARM Mali T628,nan,Integrated,nan
"Bmax 13.3"" Windows 10 Laptop Computer, 8GB DDR4, 128GB Storage, Celeron CPU up to 2.4GHz, Expandable 1TB SSD, 1920 x 1080, HDMI, USB 3.0, WiFi, Bluetooth",Bmax,13.3 Inches,Celeron N,8 GB,Windows 10,4.1,nan,S13 A,nan,nan,nan,nan,UHD Graphics 500,128 GB,Integrated,$199.99
"Samsung Full HD 1920 x 1080/Intel Core i5 6200U 2.3 Ghz/ 8 GB Memory/ 128 GB SSD Windows 10 Pro Notebook, 13.3-inch (NP900X3L-K03US) (Renewed)",SAMSUNG,13.3 Inches,Core i5,8 GB,Windows 10,5.0,ATIV Book 9,nan,nan,nan,nan,nan,Intel Graphics Integrated,128 GB,Integrated,nan
"Samsung XE303C12-A01US Samsung Exynos 5250 X2 1.7GHz 2GB 16GB SSD 11.6in,Silver(Renewed)",SAMSUNG,11.6 Inches,Exynos 5250,2 GB,Chrome OS,3.6,CRT2SAMXE303C12A01US,Silver,nan,nan,nan,nan,ARM Graphics,16 GB,Integrated,nan
"2019 Samsung Notebook 9 Pro 2-in-1 13.3"" FHD Touch-Screen Laptop - Intel i7, 8GB DDR4, 256GB PCI-e SSD, 2X Thunderbolt 3, Webcam, WiFi, Fingerprint Reader, Active Pen, 2.84 LBS, 0.5"", Titan Platinum",SAMSUNG,13.3 Inches,Core i7-4810HQ,8 GB,Windows 10,5.0,Samsung Notebook 9 Pro,nan,nan,nan,nan,nan,Intel UHD Graphics 620,256 GB,Integrated,nan
"SAMSUNG New 11.6"" Chromebook 3 Intel Atom x5 E8000 4GB Memory 16GB eMMC 802.11ac 500C13",SAMSUNG,11.6 Inches,Intel Atom,4 GB,Chrome OS,4.6,XE500C13,Black,nan,nan,nan,nan,Intel HD Graphics,16 GB,Integrated,$72.88
"SAMSUNG Chromebook 3 XE501C13-K01US, Intel Dual-Core Celeron N3060, 11.6"" HD, 2GB DDR3, 16GB eMMC, Night Charcoal",SAMSUNG,11.6 Inches,Celeron,2 GB,Chrome OS,4.4,Samsung Chromebook,Night charcoal,nan,nan,nan,nan,Intel HD Graphics 400,16 GB,Integrated,$69.90
Dell Latitude 5300 Laptop 13.3 - Intel Core i7 8th Gen - i7-8665U - Quad Core 4.8Ghz - 512GB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro (Renewed),Dell,13.3 Inches,Intel Core i7,16 GB,Windows 10 Pro,4.0,nan,nan,nan,nan,nan,nan,Intel,512 GB,"Intel Integrated Graphics, Integrated",nan
"Dell Precision M5530 Laptop, 15.6 inch FHD (1920x1080) Non-Touch, Intel Core 8th Gen i7-8850H, 32GB RAM, 512GB SSD, NVIDIA Quadro P1000, Windows 10 Pro (Renewed)",Dell,15.6 Inches,Core i7,32 GB,Windows 10,3.4,Dell Precision M5530,"Gamut, Platinum Silver",nan,nan,nan,nan,NVIDIA Quadro P1000,512 GB,Dedicated,nan
"2022 Newest Dell Inspiron 15.6"" HD Business Laptop, Intel Celeron N4020 Processor, 16GB RAM, 512GB PCIe SSD, Webcam, WiFi, Bluetooth, Win10 Pro, Black",Dell,15.6 Inches,Celeron N4020,16 GB,Windows 10,4.2,3580,Black,nan,nan,nan,nan,Intel HD Graphics 610,512 GB,Integrated,$502.00
"Dell Inspiron 16 Plus 7610 Laptop, 16.0"" 3K 16:10 Display, Intel Core i7-11800H, 64GB DDR4 RAM, 2TB SSD, Webcam, Backlit Keyboard, Fingerprint Reader, HDMI, Wi-Fi 6, Windows 11 Home",Dell,16 Inches,Intel Core i7,64 GB,Windows 11 Home,4.3,Inspiron,Blue,nan,nan,nan,nan,Intel UHD Graphics,2 TB,Integrated,"$1,509.00"
"Dell Latitude 5480 14 inches Laptop, Core i5-6200U 2.3GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",Dell,14 Inches,Core i5 6200U,8 GB,Windows 10,4.3,Latitude 5480,Black,nan,nan,nan,nan,Intel HD Graphics 520,256 GB,"Intel UHD Graphics 620, Integrated",nan
"Dell Precision M7520 7520 Mobile Workstation, 15.6 inches FHD (1920x1080) Intel Core i7-6820HQ, 32GB DDR4 Ram, 512GB Solid State Drive, Windows 10 Pro (Renewed)",Dell,15.6 Inches,Core i7-6820HQ,32 GB,Windows 10 Pro,3.5,DELL,nan,nan,nan,nan,nan,nan,512 GB,Integrated,nan
Dell Inspiron 13 5000 5310 Premium Laptop I 13.3 inch Full HD+ (300 Nits) I 11th Gen Intel 4-Core i5-11320H I 16GB DDR4 512GB SSD I Intel Iris Xe Graphics I Thunderbolt HDMI Backlit WiFi6 Win10 Silver,Dell,13.3 Inches,Core i5,16 GB,Windows 11,5.0,Dell Inspiron 13 5000 i5 Laptop,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics Integrated,512 GB,Integrated,$601.14
"Dell Latitude E7470 14 inches HD, Core i5-6300U 2.4GHz, 16GB RAM, 512GB Solid State Drive, Windows 10 Pro 64Bit (Renewed)",Dell,14 Inches,Core i5,16 GB,Windows 10 Pro,4.3,Dell Latitude,Black,nan,nan,nan,nan,nan,512 GB,Integrated,nan
"Dell 2022 Inspiron 7000 14"" FHD+ Touch 2-in-1 Convertible Laptop 10-Core 12th Intel i7-1255U Iris Xe Graphics 16GB RAM DDR4 512GB NVMe SSD HDMI USB-C WiFi 6E Backlit Fingerprint Windows 11 Pro",Dell,14 Inches,Core i7 Family,16 GB,Windows 11 Pro,4.1,I7420,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,512 GB,Integrated,nan
"Dell Latitude 5580 Intel Core i7-7820HQ 16GB DDR4 512GB SSD 15.6"" Windows 10 Pro Laptop (Renewed)",Dell,15.6 Inches,Core i7,16 GB,Windows 10,4.1,Dell Latitude,nan,nan,nan,nan,nan,620,512 GB,Integrated,nan
"Dell Inspiron 15 3000 Business and Student Laptop (2021 Latest Model), 15.6"" HD Display, Intel N4020 Dual-Core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Bluetooth, Wi-Fi, Black, Windows 10",Dell,15.6 Inches,Celeron N4020,16 GB,Windows 10,4.0,Inspiron,Black,nan,nan,nan,nan,Intel UHD Graphics 600,1 TB,Integrated,$548.97
"Dell Inspiron 15.6"" Laptop, AMD Ryzen 5 Processor (up to 3.5 GHz), AMD Radeon Vega 8 Graphics, 8GB DDR4 RAM, 256GB PCIe SSD, Full Keyboard, Webcam, HDMI, WiFi, Windows 11 Home, Carbon Black",Dell,15.6 Inches,Ryzen 5,8 GB,Windows 11 Home,5.0,nan,Black,nan,nan,nan,nan,AMD Radeon RX Vega 8,256 GB,Integrated,$539.99
"Asus 2022 Newest TUF Gaming A15 15.6'' FHD 144Hz Laptop - AMD Ryzen 7 -6800H -RTX 3050 Ti, DDR5, MUX, RGB Backlit KB, WiFi 6, Gray, Win 11, w/HDMI (32GB RAM",ASUS,15.6 Inches,Ryzen 7,32 GB,Windows 11 Home,4.6,ASUS TUF A15,32GB RAM | 1TB PCIe SSD,nan,nan,nan,nan,NVIDIA GeForce RTX 3050 Ti,nan,Dedicated,"$1,069.79"
"ASUS ROG Strix Scar 17 SE (2022) Gaming Laptop, 17.3 inch 240Hz IPS QHD, NVIDIA GeForce RTX 3080 Ti, Intel Core i9 Processor, 32GB DDR5, 2TB SSD, Per-Key RGB Keyboard, Windows 11 Pro, G733CX-XS97",ASUS,17.3 Inches,Core i9,32 GB,Windows 11 Pro,4.4,ASUS ROG Strix Scar 17 SE,Off Black Stealth,nan,nan,nan,nan,nan,1 TB,RTX 3080 Ti,nan
"2022 Newest ASUS Ultra Thin Light Laptop Computer, 15.6"" FHD Display, Intel Celeron N4020 (Upto 2.8GHz), 4GB RAM, 128GB eMMC,WiFi, Backlit Keyboard,8-Hour Battery, Microsoft 365, Win10 S+HubxcelCable",ASUS,15.6 Inches,Celeron N4020,4 GB,Windows 10 S,4.0,nan,nan,1080p,nan,1,nan,nan,nan,nan,$299.00
"ASUS VivoBook 15 F515 Thin and Light Laptop, 15.6” FHD Display, Intel Core i3-1005G1 Processor, Fingerprint Reader, Backlit Keyboard, Windows 10 Home, Slate Grey (20GB RAM | 1TB SSD)",ASUS,15.6 Inches,Core i3-1005G1,20 GB,Windows 10,4.6,ASUS VivoBook,Grey,nan,nan,nan,nan,Intel® UHD Graphics for 10th Gen Intel® Processors,1 TB,nan,$499.99
"ASUS ROG Zephyrus Duo 16 Gaming Laptop, 16” 165Hz ROG Nebula HDR QHD 16:10 Display, NVIDIA GeForce RTX 3080 Ti, AMD Ryzen 9 6900HX, 32GB DDR5, 2TB SSD, Windows 11 Pro, GX650RX-XS97",ASUS,16 Inches,Ryzen 9,32 GB,Microsoft Windows 11 Professional,4.1,ASUS ROG Zephyrus Duo 16,Black,nan,nan,nan,nan,nan,2,RTX 3080 Ti,"$3,699.00"
"ASUS VivoBook 15 Slim Laptop, 15.6 inch FHD Display, Intel Core i5-1240P CPU, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1502ZA-DS52",ASUS,15.6 Inches,Intel Core i5,8 GB,Windows 11 Home,5.0,ASUS VivoBook 15,Quiet Blue,nan,nan,nan,nan,Intel Iris,512 GB,Integrated,$649.94
"ASUS ExpertBook B9450 Thin and Light Business Laptop, 14” FHD, Intel Core i5-10310U Processor, 512GB PCIe SSD, 8GB RAM, Windows 10 Pro, B9450FA-XV55 (Renewed)",ASUS,14 Inches,Core i5,8 GB,Windows 10 Pro,,Expertbook B9450 Thin,nan,nan,nan,nan,nan,Intel UHD Graphics 620,512 GB,Integrated,nan
"ASUS Newest Flip 2-in-1 14"" FHD Touchscreen Chromebook Laptop, Intel Core m3-8100Y(up to 3.4 GHz), 8GB RAM, 320GB Space(64GB eMMC+256GB Card), Webcam, WiFi, Chrome OS, Silver+JVQ MP",ASUS,14 Inches,Core m3-8100Y,8 GB,Chrome OS,4.5,ASUS Chromebook Flip C433,Blue Silver,nan,nan,nan,nan,nan,320 GB,Integrated,$319.00
"ASUS ROG Strix G15 (2021) Gaming Laptop, 15.6â€  144Hz IPS Type FHD Display, NVIDIA GeForce RTX 3050, AMD Ryzen 7 4800H, 8GB DDR4, 512GB PCIe NVMe SSD, RGB Keyboard, Windows 10, G513IC-EB73",ASUS,15.6 Inches,Ryzen 7 4800H,8 GB,Windows 10 Home,4.6,ASUS ROG Strix G15,Eclipse Gray,nan,nan,nan,nan,NVIDIA GeForce RTX 3050,512 GB,Dedicated,"$1,149.99"
"SAMSUNG Galaxy Book Pro 360 5G Intel Laptop Computer 13.3"" AMOLED Screen Intel Core i5 Processor 8GB Memory 256GB SSD Long-Lasting Battery, Mystic Silver",SAMSUNG,13.3 Inches,Intel Core i5,8 GB,Windows 11 Home,,Galaxy Book Pro 360 5G,Mystic Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,nan,Integrated,nan
ASUS Zenbook 14X 14 16:10 OLED 2.8K (2880 x 1800) Touchscreen Slim Laptop | Core i7-1165G7 | NVIDIA GeForce MX450 | Windows 11 Pro | Backlit KB | Harman / Kardon | w/hdmi (16GB RAM | 1TB PCIe SSD),ASUS,14 Inches,Core i7,16 GB,Windows 11 Pro,,ASUS Zenbook 14,16GB RAM | 1TB PCIe SSD,nan,nan,nan,nan,NVIDIA GeForce MX450,nan,Dedicated,"$1,265.99"
"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DH02",ASUS,15.6 Inches,Celeron N4020,4 GB,Windows 10 S,4.0,L510MA-DH02,Star Black,nan,nan,nan,nan,Intel UHD Graphics 600,nan,Integrated,$219.99
Samsung Chromebook 4 Chrome OS 11.6 HD Intel Celeron Processor N4000 6GB RAM 64GB eMMC Gigabit Wi-Fi - XE310XBA-K03US (Renewed),SAMSUNG,11.6 Inches,Celeron N4000,6 GB,Chrome OS,4.2,Chromebook 4,Grey,nan,nan,nan,nan,nan,64 GB,Integrated,nan
"HP Chromebook 11a 11a-na0035nr, 11.6"" HD (1366 x 768) Laptop for Students, MediaTek MT8183, MediaTek Integrated Graphics, 4GB LPDDR4 RAM, 32 GB eMMC Storage, Chrome OS, Ash Gray (Renewed)",HP,11.6 Inches,MediaTek MT8183,4 GB,Chrome OS,4.4,056-01-4094,Black,nan,nan,nan,nan,MediaTek Integrated,32 GB,Integrated,nan
"DERE Laptop Windows 10 15.6"" Laptop Computer with Full Size Keyboard 12GB DDR4, 512GB SSD, Intel Celeron N5095 CPU, Up to 2.9Ghz 1920x1080 FHD Display 5G WiFi USB 3.0 Type C MBOOK M10 Laptops Black¡­",DERE,15.6 Inches,Celeron N,12 GB,Windows 10,4.0,nan,Black,nan,nan,nan,nan,Intel UHD Graphics,512 GB,Integrated,$399.99
